Project Name,Project Link,File Name,File Link,Missing Line Number,Missing Line Link,
ignite-3,https://github.com/apache/ignite-3,modules/api/src/main/java/org/apache/ignite/lang/IndexAlreadyExistsException.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/api/src/main/java/org/apache/ignite/lang/IndexAlreadyExistsException.java,48 -> 49,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/api/src/main/java/org/apache/ignite/lang/IndexAlreadyExistsException.java#L48#L49,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/monitor/process/ProcessProbe.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/monitor/process/ProcessProbe.java,109,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/monitor/process/ProcessProbe.java#L109,SystemCall Handling
crate,https://github.com/crate/crate,server/src/main/java/io/crate/lucene/codec/CustomLucene90DocValuesConsumer.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/lucene/codec/CustomLucene90DocValuesConsumer.java,842,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/lucene/codec/CustomLucene90DocValuesConsumer.java#L842,File Processing
ignite-3,https://github.com/apache/ignite-3,modules/core/src/main/java/org/apache/ignite/internal/streamer/StreamerSubscriber.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/core/src/main/java/org/apache/ignite/internal/streamer/StreamerSubscriber.java,101 -> 102,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/core/src/main/java/org/apache/ignite/internal/streamer/StreamerSubscriber.java#L101#L102,Communication Scenarios Missing
ignite-3,https://github.com/apache/ignite-3,modules/core/src/main/java/org/apache/ignite/internal/util/io/VarInts.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/core/src/main/java/org/apache/ignite/internal/util/io/VarInts.java,80 -> 81,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/core/src/main/java/org/apache/ignite/internal/util/io/VarInts.java#L80#L81,Others
ignite-3,https://github.com/apache/ignite-3,modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/client/ItThinClientMarshallingTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/client/ItThinClientMarshallingTest.java,142 -> 147,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/client/ItThinClientMarshallingTest.java#L142#L147,Test Implementation Error or Skipped Test Or Part of Test
hono,https://github.com/eclipse-hono/hono,services/base-jdbc/src/main/java/org/eclipse/hono/service/base/jdbc/store/StatementConfiguration.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/services/base-jdbc/src/main/java/org/eclipse/hono/service/base/jdbc/store/StatementConfiguration.java,72 -> 75,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/services/base-jdbc/src/main/java/org/eclipse/hono/service/base/jdbc/store/StatementConfiguration.java#L72#L75,File Processing
questdb,https://github.com/questdb/questdb,benchmarks/src/main/java/org/questdb/CairoKeywordBenchmark.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/benchmarks/src/main/java/org/questdb/CairoKeywordBenchmark.java,80 -> 82,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/benchmarks/src/main/java/org/questdb/CairoKeywordBenchmark.java#L80#L82,Test Implementation Error or Skipped Test Or Part of Test
ignite-3,https://github.com/apache/ignite-3,modules/runner/src/integrationTest/java/org/apache/ignite/internal/sql/api/ItSqlSynchronousApiTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/sql/api/ItSqlSynchronousApiTest.java,353 -> 356,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/sql/api/ItSqlSynchronousApiTest.java#L353#L356,Database
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/common/geo/builders/GeometryCollectionBuilder.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/geo/builders/GeometryCollectionBuilder.java,138,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/geo/builders/GeometryCollectionBuilder.java#L138,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/index/snapshots/blobstore/BlobStoreIndexShardSnapshot.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/snapshots/blobstore/BlobStoreIndexShardSnapshot.java,255,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/snapshots/blobstore/BlobStoreIndexShardSnapshot.java#L255,File Processing
ignite-3,https://github.com/apache/ignite-3,modules/replicator/src/main/java/org/apache/ignite/internal/replicator/exception/ReplicaStoppingException.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/replicator/src/main/java/org/apache/ignite/internal/replicator/exception/ReplicaStoppingException.java,37 -> 38,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/replicator/src/main/java/org/apache/ignite/internal/replicator/exception/ReplicaStoppingException.java#L37#L38,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/page-memory/src/test/java/org/apache/ignite/internal/pagememory/persistence/store/GroupPageStoresMapTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/page-memory/src/test/java/org/apache/ignite/internal/pagememory/persistence/store/GroupPageStoresMapTest.java,270,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/page-memory/src/test/java/org/apache/ignite/internal/pagememory/persistence/store/GroupPageStoresMapTest.java#L270,Test Implementation Error or Skipped Test Or Part of Test
hono,https://github.com/eclipse-hono/hono,service-base/src/main/java/org/eclipse/hono/service/AbstractEndpoint.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/service-base/src/main/java/org/eclipse/hono/service/AbstractEndpoint.java,69 -> 70,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/service-base/src/main/java/org/eclipse/hono/service/AbstractEndpoint.java#L69#L70,Web Services Interaction
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cairo/mig/Mig506.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/mig/Mig506.java,53 -> 56,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/mig/Mig506.java#L53#L56,Others
ignite-3,https://github.com/apache/ignite-3,modules/core/src/main/java/org/apache/ignite/internal/util/IgniteUtils.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/core/src/main/java/org/apache/ignite/internal/util/IgniteUtils.java,1083 -> 1084,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/core/src/main/java/org/apache/ignite/internal/util/IgniteUtils.java#L1083#L1084,Others
leshan,https://github.com/eclipse/leshan,leshan-core-demo/src/main/java/org/eclipse/leshan/core/demo/logback/ColorAwarePatternLayout.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core-demo/src/main/java/org/eclipse/leshan/core/demo/logback/ColorAwarePatternLayout.java,47,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core-demo/src/main/java/org/eclipse/leshan/core/demo/logback/ColorAwarePatternLayout.java#L47,Others
ignite-3,https://github.com/apache/ignite-3,modules/marshaller-common/src/testFixtures/java/org/apache/ignite/internal/marshaller/testobjects/TestObjectWithAllTypes.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/marshaller-common/src/testFixtures/java/org/apache/ignite/internal/marshaller/testobjects/TestObjectWithAllTypes.java,276,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/marshaller-common/src/testFixtures/java/org/apache/ignite/internal/marshaller/testobjects/TestObjectWithAllTypes.java#L276,Test Implementation Error or Skipped Test Or Part of Test
californium,https://github.com/eclipse-californium/californium,californium-core/src/main/java/org/eclipse/californium/core/network/interceptors/AnonymizedOriginTracer.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/californium-core/src/main/java/org/eclipse/californium/core/network/interceptors/AnonymizedOriginTracer.java,52,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/californium-core/src/main/java/org/eclipse/californium/core/network/interceptors/AnonymizedOriginTracer.java#L52,Others
ignite-3,https://github.com/apache/ignite-3,modules/metrics/src/main/java/org/apache/ignite/internal/metrics/exporters/jmx/MetricSetMbean.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/metrics/src/main/java/org/apache/ignite/internal/metrics/exporters/jmx/MetricSetMbean.java,115,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/metrics/src/main/java/org/apache/ignite/internal/metrics/exporters/jmx/MetricSetMbean.java#L115,Not implemented
hono,https://github.com/eclipse-hono/hono,clients/amqp-common/src/main/java/org/eclipse/hono/client/amqp/GenericSenderLink.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/clients/amqp-common/src/main/java/org/eclipse/hono/client/amqp/GenericSenderLink.java,479,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/clients/amqp-common/src/main/java/org/eclipse/hono/client/amqp/GenericSenderLink.java#L479,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/raft/src/main/java/org/apache/ignite/raft/jraft/closure/JoinableClosure.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/raft/src/main/java/org/apache/ignite/raft/jraft/closure/JoinableClosure.java,34 -> 36,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/raft/src/main/java/org/apache/ignite/raft/jraft/closure/JoinableClosure.java#L34#L36,Others
leshan,https://github.com/eclipse/leshan,leshan-core/src/main/java/org/eclipse/leshan/core/util/X509CertUtil.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core/src/main/java/org/eclipse/leshan/core/util/X509CertUtil.java,185 -> 186,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core/src/main/java/org/eclipse/leshan/core/util/X509CertUtil.java#L185#L186,Communication Scenarios Missing
ignite-3,https://github.com/apache/ignite-3,modules/bytecode/src/main/java/com/facebook/presto/bytecode/instruction/VariableInstruction.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/bytecode/src/main/java/com/facebook/presto/bytecode/instruction/VariableInstruction.java,83,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/bytecode/src/main/java/com/facebook/presto/bytecode/instruction/VariableInstruction.java#L83,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequest.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequest.java,198 -> 199,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequest.java#L198#L199,Others
hono,https://github.com/eclipse-hono/hono,clients/command-amqp/src/main/java/org/eclipse/hono/client/command/amqp/ProtonBasedCommandContext.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/clients/command-amqp/src/main/java/org/eclipse/hono/client/command/amqp/ProtonBasedCommandContext.java,100 -> 103,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/clients/command-amqp/src/main/java/org/eclipse/hono/client/command/amqp/ProtonBasedCommandContext.java#L100#L103,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/page-memory/src/main/java/org/apache/ignite/internal/pagememory/datastructure/DataStructure.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/page-memory/src/main/java/org/apache/ignite/internal/pagememory/datastructure/DataStructure.java,207,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/page-memory/src/main/java/org/apache/ignite/internal/pagememory/datastructure/DataStructure.java#L207,Database
ignite-3,https://github.com/apache/ignite-3,modules/sql-engine/src/main/java/org/apache/ignite/internal/sql/engine/exec/exp/RexImpTable.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/sql-engine/src/main/java/org/apache/ignite/internal/sql/engine/exec/exp/RexImpTable.java,3386 -> 3388,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/sql-engine/src/main/java/org/apache/ignite/internal/sql/engine/exec/exp/RexImpTable.java#L3386#L3388,Database
ignite-3,https://github.com/apache/ignite-3,modules/catalog/src/test/java/org/apache/ignite/internal/catalog/commands/CatalogUtilsTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/catalog/src/test/java/org/apache/ignite/internal/catalog/commands/CatalogUtilsTest.java,191,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/catalog/src/test/java/org/apache/ignite/internal/catalog/commands/CatalogUtilsTest.java#L191,Test Implementation Error or Skipped Test Or Part of Test
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cairo/BitmapIndexWriter.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/BitmapIndexWriter.java,439,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/BitmapIndexWriter.java#L439,Others
ignite-3,https://github.com/apache/ignite-3,modules/cli/src/main/java/org/apache/ignite/internal/cli/logger/CliLoggers.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/cli/src/main/java/org/apache/ignite/internal/cli/logger/CliLoggers.java,107,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/cli/src/main/java/org/apache/ignite/internal/cli/logger/CliLoggers.java#L107,Others
ignite-3,https://github.com/apache/ignite-3,modules/metastorage/src/integrationTest/java/org/apache/ignite/internal/metastorage/impl/ItMetaStorageWatchTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/metastorage/src/integrationTest/java/org/apache/ignite/internal/metastorage/impl/ItMetaStorageWatchTest.java,174,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/metastorage/src/integrationTest/java/org/apache/ignite/internal/metastorage/impl/ItMetaStorageWatchTest.java#L174,Test Implementation Error or Skipped Test Or Part of Test
californium,https://github.com/eclipse-californium/californium,demo-apps/cf-plugtest-server/src/main/java/org/eclipse/californium/plugtests/resources/MyContext.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/demo-apps/cf-plugtest-server/src/main/java/org/eclipse/californium/plugtests/resources/MyContext.java,127 -> 128,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/demo-apps/cf-plugtest-server/src/main/java/org/eclipse/californium/plugtests/resources/MyContext.java#L127#L128,Web Services Interaction
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,2255 -> 2257,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java#L2255#L2257,File Processing
questdb,https://github.com/questdb/questdb,benchmarks/src/main/java/org/questdb/TableReaderReloadBenchmark.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/benchmarks/src/main/java/org/questdb/TableReaderReloadBenchmark.java,110,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/benchmarks/src/main/java/org/questdb/TableReaderReloadBenchmark.java#L110,Test Implementation Error or Skipped Test Or Part of Test
ignite-3,https://github.com/apache/ignite-3,modules/network/src/main/java/org/apache/ignite/internal/network/netty/NettyUtils.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/network/src/main/java/org/apache/ignite/internal/network/netty/NettyUtils.java,71 -> 72,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/network/src/main/java/org/apache/ignite/internal/network/netty/NettyUtils.java#L71#L72,Web Services Interaction
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/cluster/service/ClusterApplierService.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/cluster/service/ClusterApplierService.java,432,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/cluster/service/ClusterApplierService.java#L432,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/file-io/src/main/java/org/apache/ignite/internal/fileio/AsyncFileIo.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/file-io/src/main/java/org/apache/ignite/internal/fileio/AsyncFileIo.java,113 -> 116,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/file-io/src/main/java/org/apache/ignite/internal/fileio/AsyncFileIo.java#L113#L116,File Processing
ignite-3,https://github.com/apache/ignite-3,modules/jdbc/src/main/java/org/apache/ignite/internal/jdbc/JdbcDatabaseMetadata.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/jdbc/src/main/java/org/apache/ignite/internal/jdbc/JdbcDatabaseMetadata.java,566,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/jdbc/src/main/java/org/apache/ignite/internal/jdbc/JdbcDatabaseMetadata.java#L566,Database
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/action/support/replication/TransportReplicationAction.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/action/support/replication/TransportReplicationAction.java,381 -> 383,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/action/support/replication/TransportReplicationAction.java#L381#L383,Web Services Interaction
crate,https://github.com/crate/crate,server/src/main/java/io/crate/protocols/postgres/ClientMessages.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/protocols/postgres/ClientMessages.java,206,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/protocols/postgres/ClientMessages.java#L206,Others
ignite-3,https://github.com/apache/ignite-3,modules/client-common/src/main/java/org/apache/ignite/internal/jdbc/proto/event/JdbcQueryExecuteResult.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client-common/src/main/java/org/apache/ignite/internal/jdbc/proto/event/JdbcQueryExecuteResult.java,93 -> 96,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client-common/src/main/java/org/apache/ignite/internal/jdbc/proto/event/JdbcQueryExecuteResult.java#L93#L96,Database
ignite-3,https://github.com/apache/ignite-3,modules/configuration/src/main/java/org/apache/ignite/internal/configuration/asm/ConfigurationAsmGenerator.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/configuration/src/main/java/org/apache/ignite/internal/configuration/asm/ConfigurationAsmGenerator.java,563,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/configuration/src/main/java/org/apache/ignite/internal/configuration/asm/ConfigurationAsmGenerator.java#L563,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/indices/recovery/BlobRecoveryChunkRequest.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/indices/recovery/BlobRecoveryChunkRequest.java,49,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/indices/recovery/BlobRecoveryChunkRequest.java#L49,Others
hono,https://github.com/eclipse-hono/hono,adapters/coap/src/main/java/org/eclipse/hono/adapter/coap/impl/ConfigBasedCoapEndpointFactory.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/adapters/coap/src/main/java/org/eclipse/hono/adapter/coap/impl/ConfigBasedCoapEndpointFactory.java,284 -> 286,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/adapters/coap/src/main/java/org/eclipse/hono/adapter/coap/impl/ConfigBasedCoapEndpointFactory.java#L284#L286,NetWork Configurition
ignite-3,https://github.com/apache/ignite-3,modules/page-memory/src/main/java/org/apache/ignite/internal/pagememory/persistence/store/FilePageStoreManager.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/page-memory/src/main/java/org/apache/ignite/internal/pagememory/persistence/store/FilePageStoreManager.java,470 -> 471,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/page-memory/src/main/java/org/apache/ignite/internal/pagememory/persistence/store/FilePageStoreManager.java#L470#L471,Database
crate,https://github.com/crate/crate,server/src/main/java/io/crate/lucene/match/CrateRegexQuery.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/lucene/match/CrateRegexQuery.java,67 -> 70,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/lucene/match/CrateRegexQuery.java#L67#L70,Others
californium,https://github.com/eclipse-californium/californium,scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/InMemoryConnectionStore.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/InMemoryConnectionStore.java,695 -> 699,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/InMemoryConnectionStore.java#L695#L699,Web Services Interaction
crate,https://github.com/crate/crate,server/src/main/java/io/crate/planner/operators/JoinPlanBuilder.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/planner/operators/JoinPlanBuilder.java,153,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/planner/operators/JoinPlanBuilder.java#L153,Others
ignite-3,https://github.com/apache/ignite-3,modules/client-common/src/main/java/org/apache/ignite/internal/jdbc/proto/event/JdbcBatchExecuteResult.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client-common/src/main/java/org/apache/ignite/internal/jdbc/proto/event/JdbcBatchExecuteResult.java,120,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client-common/src/main/java/org/apache/ignite/internal/jdbc/proto/event/JdbcBatchExecuteResult.java#L120,Database
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cairo/TxReader.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/TxReader.java,97,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/TxReader.java#L97,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/std/DirectLongList.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/std/DirectLongList.java,55,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/std/DirectLongList.java#L55,Others
ignite-3,https://github.com/apache/ignite-3,modules/runner/src/integrationTest/java/org/apache/ignite/internal/rest/AbstractRestTestBase.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/rest/AbstractRestTestBase.java,173 -> 174,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/rest/AbstractRestTestBase.java#L173#L174,Test Implementation Error or Skipped Test Or Part of Test
crate,https://github.com/crate/crate,server/src/main/java/io/crate/execution/engine/collect/sources/ShardCollectSource.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/execution/engine/collect/sources/ShardCollectSource.java,232 -> 233,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/execution/engine/collect/sources/ShardCollectSource.java#L232#L233,Others
ignite-3,https://github.com/apache/ignite-3,modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/IgniteRunnerTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/IgniteRunnerTest.java,46 -> 47,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/IgniteRunnerTest.java#L46#L47,Test Implementation Error or Skipped Test Or Part of Test
